left_border_x,left_border_y,right_border_x,right_border_y,pos_x,pos_y
-218.22468708443762,-223.63824141776195,-227.47543892177302,-235.00683883346184,-225.3578338623047,-232.40443420410156
-217.06995382390625,-224.46998553849858,-226.2164863947607,-235.924666899334,-224.1656951904297,-233.35635375976562
-215.9153810127744,-225.29969566846714,-224.95250265410138,-236.83935530252882,-222.96266174316406,-234.29849243164062
-214.74879083829697,-226.133959526097,-223.68751103231912,-237.75258715661545,-221.74867248535156,-235.2324676513672
-213.58767350457916,-226.95865109551048,-222.4209802039177,-238.668037002096,-220.52540588378906,-236.1552734375
-212.40664609059954,-227.79166924981214,-221.14963682132714,-239.57367213089836,-219.29209899902344,-237.07046508789062
-211.2355878800716,-228.6153146687137,-219.87101487028073,-240.47697284172963,-218.04957580566406,-237.97503662109375
-210.04644877441294,-229.4462543606292,-218.59116111125402,-241.3784250981229,-216.79653930664062,-238.87234497070312
-208.84914878661277,-230.2762654741298,-217.3047760910782,-242.26916813256094,-215.5363006591797,-239.76087951660156
-207.64980404313073,-231.0986313961287,-216.01340584219128,-243.15661072332662,-214.26817321777344,-240.64047241210938
-206.43376155745284,-231.92566836048672,-214.72233140109444,-244.04405517427762,-212.99159240722656,-241.51361083984375
-205.21098143857535,-232.7502000222119,-213.42372882338324,-244.91959824608105,-211.70919799804688,-242.37905883789062
-203.9833219356842,-233.56867822459333,-212.12023210920324,-245.79176292199088,-210.4197998046875,-243.23741149902344
-202.74803768846985,-234.38521718746813,-210.81646381063982,-246.66177230571427,-209.1251220703125,-244.0883026123047
-201.5063065094335,-235.2013417393657,-209.50698376175254,-247.5201824344525,-207.8260498046875,-244.9320068359375
-200.2523736569198,-236.0141309683695,-208.19865097741706,-248.36891669884244,-206.52593994140625,-245.76820373535156
-199.0004031125936,-236.8227589796309,-206.8950454943125,-249.21580086218106,-205.22625732421875,-246.59613037109375
-197.7473043659853,-237.6230852660037,-205.5901854799319,-250.04772475972734,-203.9285125732422,-247.41531372070312
-196.49536392544601,-238.41426203631877,-204.2870787972652,-250.87273673746967,-202.6319122314453,-248.22622680664062
-195.24796414406538,-239.1987146795073,-202.98825465510407,-251.69436712948877,-201.3368682861328,-249.02842712402344
-193.99894397944513,-239.97613838475993,-201.6884816210521,-252.50183998619218,-200.04356384277344,-249.8223876953125
-192.749989315684,-240.748850010891,-200.3917240105806,-253.30225977518143,-198.7519989013672,-250.60861206054688
-191.5034957977364,-241.5105620072527,-199.09951823570282,-254.09888212095132,-197.46282958984375,-251.3865203857422
-190.2571881513429,-242.26723300959586,-197.8067239722315,-254.88397673101798,-196.17503356933594,-252.1571044921875
-188.95527234417287,-243.0521854129255,-196.46421877803877,-255.69226445559485,-194.8365020751953,-252.9522705078125
-187.65388027888488,-243.8294007941853,-195.1269170371936,-256.4973917597946,-193.50051879882812,-253.74038696289062
-186.35616397925384,-244.60081547163585,-193.78915729156583,-257.28982885075897,-192.1674041748047,-254.52130126953125
-185.06154414326875,-245.36364563704157,-192.454504589224,-258.0763064737081,-190.8370361328125,-255.2949676513672
-183.7690477530402,-246.11801404939004,-191.12527895212207,-258.8599292190331,-189.50958251953125,-256.06134033203125
-182.48371980865926,-246.86523100489768,-189.7963201256925,-259.62982657862807,-188.18629455566406,-256.8194274902344
-181.2031613795552,-247.604362845498,-188.47208376748912,-260.392144873526,-186.86740112304688,-257.5691223144531
-179.9305273322892,-248.33449132643324,-187.1520244355718,-261.1472423038293,-185.5529022216797,-258.30999755859375
-178.66012632819957,-249.05635716792108,-185.83969755214585,-261.89939026040275,-184.24261474609375,-259.04248046875
-177.34744151050975,-249.79909469381266,-184.47773121879723,-262.6702959827189,-182.88473510742188,-259.7947082519531
-176.04017850999622,-250.53478213659096,-183.1210482223839,-263.4334828788425,-181.53135681152344,-260.53765869140625
-174.73766811318237,-251.2633130439841,-181.77241892343716,-264.1920600818174,-180.1831512451172,-261.271240234375
-173.43623992850786,-251.9849893737589,-180.42761697338793,-264.9390286616244,-178.8394775390625,-261.9964294433594
-172.13172902306067,-252.70650985173876,-179.09411724092942,-265.68131801539243,-177.50192260742188,-262.71417236328125
-170.8309899762573,-253.42377979576128,-177.76985626363242,-266.4213084692798,-176.1702880859375,-263.4250793457031
-169.53800222524893,-254.13219566290206,-176.45348336182187,-267.15993534273844,-174.84449768066406,-264.12884521484375
-168.2033337900901,-254.85639866912157,-175.0954689668387,-267.9266307802341,-173.47393798828125,-264.8515625
-166.8805242530563,-255.56724776016395,-173.74369642534273,-268.6911682101836,-172.10903930664062,-265.5653381347656
-165.56806042986886,-256.265052380185,-172.39864737490953,-269.45294091128727,-170.74974060058594,-266.2693786621094
-164.26113307372353,-256.95297838333363,-171.05438750252276,-270.2002124326414,-169.39491271972656,-266.9641418457031
-162.9616409923594,-257.6313932718784,-169.7127190263158,-270.9373495171849,-168.04446411132812,-267.6493225097656
-161.67265987763236,-258.2974342925537,-168.37885287094053,-271.6791970088778,-166.69757080078125,-268.3243103027344
-160.38588843589324,-258.9540038791184,-167.0494388522793,-272.4166433566193,-165.3532257080078,-268.9897155761719
-159.06165287534185,-259.6191350645066,-165.66638310718156,-273.16398618314696,-163.96177673339844,-269.668212890625
-157.74362662358578,-260.26930681598935,-164.27683496067965,-273.8878845830383,-162.5723114013672,-270.33477783203125
-156.434982192036,-260.9033277839836,-162.86350453517844,-274.55234192532896,-161.1848602294922,-270.9882507324219
-155.1387959353743,-261.52393932796645,-161.4382808259788,-275.1828463043726,-159.79859924316406,-271.6275939941406
-153.86047080532296,-262.12668588043,-159.99348469439636,-275.76471828416567,-158.41319274902344,-272.2506103515625
-152.59884964360785,-262.7096177562113,-158.54181439944043,-276.32512661271375,-157.02737426757812,-272.8554992675781
-151.36217660627716,-263.27532622832433,-157.0860569760701,-276.8721607384573,-155.640869140625,-273.4391784667969
-150.09567836613948,-263.85032249675584,-155.58159714776028,-277.43220261902525,-154.2032928466797,-274.01983642578125
-148.85101195029426,-264.41331775666265,-154.07817980721856,-277.9872919396253,-152.76382446289062,-274.57415771484375
-147.62045003935143,-264.9600490953979,-152.57460349734956,-278.52966562968334,-151.3225860595703,-275.100341796875
-146.39622187667982,-265.49089580884316,-151.07346528282255,-279.0624493306368,-149.87939453125,-275.59771728515625
-145.18375877373188,-266.0007131672151,-149.56695515223015,-279.56907354970093,-148.43478393554688,-276.06439208984375
-143.96744622754477,-266.494058014236,-148.06143710264507,-280.0518251253981,-146.9891815185547,-276.50091552734375
-142.7579046480206,-266.9771648373143,-146.55550341450393,-280.5163244179264,-145.54299926757812,-276.90655517578125
-141.51029482802022,-267.46266198523415,-144.9957294300753,-280.97020191642974,-144.04678344726562,-277.2926330566406
-140.27281310655692,-267.92568429615216,-143.43139737741907,-281.40161423005145,-142.55050659179688,-277.6433410644531
-139.0473798866692,-268.36335559258583,-141.8621468133657,-281.8101463407404,-141.05543518066406,-277.956298828125
-137.83371073679464,-268.77018600046625,-140.28323827488418,-282.18191083843243,-139.56130981445312,-278.22918701171875
-136.63147156258017,-269.14503524369456,-138.6976853274564,-282.5271026364844,-138.06964111328125,-278.4595031738281
-135.4392817159248,-269.5063083562392,-137.1038415943015,-282.8293429193672,-136.58111572265625,-278.6454772949219
-134.20928813524986,-269.84824346096326,-135.45200093546856,-283.1116301086476,-135.04701232910156,-278.7892150878906
-132.98513093849618,-270.1623328066371,-133.79465294723448,-283.36746267929584,-133.5197296142578,-278.8828430175781
-131.76351998708262,-270.44736261655555,-132.12884469920874,-283.58995210683645,-131.99917602539062,-278.92510986328125
-130.54052115674327,-270.69485683591523,-130.45820269268904,-283.79434489393094,-130.48886108398438,-278.9156188964844
-129.32104308982224,-270.90187050166446,-128.77557955231617,-283.9762323760235,-128.98931884765625,-278.8530578613281
-128.04497270528213,-271.07858888453757,-127.04007609038969,-284.1370475850701,-127.45578002929688,-278.73504638671875
-126.7671439653724,-271.22201817003224,-125.2917660344954,-284.2612239336214,-125.9365005493164,-278.5631408691406
-125.48100533572713,-271.32975126458723,-123.5409649050417,-284.34212720473636,-124.43592071533203,-278.33941650390625
-124.19201109001469,-271.3965061768959,-121.78613530460467,-284.344610931394,-122.9531478881836,-278.06390380859375
-122.85177450152563,-271.43854579852797,-119.98067877585808,-284.2851055631585,-121.44632720947266,-277.7271423339844
-121.51873025241021,-271.40106078139144,-118.17789837383603,-284.1506215848565,-119.96292877197266,-277.33843994140625
-120.17235244968163,-271.29964873351787,-116.39445790999767,-283.97715918983096,-118.50248718261719,-276.9032287597656
-118.84403646724495,-271.146231370408,-114.60089603580879,-283.751110846085,-117.06856536865234,-276.4205322265625
-117.51238939350071,-270.93796859524804,-112.81613791445795,-283.50078827512635,-115.65975952148438,-275.8938903808594
-116.15241594038791,-270.66985506374033,-110.95599008079071,-283.226920678457,-114.23463439941406,-275.30413818359375
-114.79340389852193,-270.3477408238693,-109.1008148897436,-282.91916058861773,-112.83586120605469,-274.6707458496094
-113.44972162450546,-269.97829964118426,-107.24602523443383,-282.5519955703403,-111.46760559082031,-273.99566650390625
-112.10841594918892,-269.5738579597337,-105.42457549105907,-282.1003077267942,-110.12989044189453,-273.2818908691406
-110.78986402379256,-269.12187756582983,-103.65385984843782,-281.49872404339,-108.82510375976562,-272.52960205078125
-109.44354289128282,-268.613913088948,-101.89781522456329,-280.7668715832793,-107.51670837402344,-271.71722412109375
-108.12033049268274,-268.05819992373887,-100.18664051288914,-279.9404939048279,-106.24443054199219,-270.86773681640625
-106.8279343846383,-267.44898076139737,-98.520316953276,-279.0225224273183,-105.00997161865234,-269.98162841796875
-105.56861370502413,-266.7732720442951,-96.91967572526748,-278.04328954077096,-103.81198120117188,-269.062255859375
-104.33214644693552,-266.00976693455715,-95.32132808676332,-276.9296142288313,-102.62294006347656,-268.0810852050781
-103.13694251309045,-265.1937601080757,-93.78837400155014,-275.7317407095593,-101.47720336914062,-267.0646667480469
-102.0243601247556,-264.29356031171596,-92.30139327980122,-274.45490043320433,-100.37863159179688,-266.01348876953125
-100.96594624337007,-263.3441325590924,-90.86843305373029,-273.11989106128755,-99.32880401611328,-264.9291076660156
-99.93370468033336,-262.32407426617607,-89.46544612783009,-271.67480706411413,-98.30299377441406,-263.78070068359375
-98.95564316808512,-261.2666156205915,-88.11548506032,-270.175324963363,-97.33287048339844,-262.6002502441406
-98.01786385400885,-260.18236560911254,-86.84276013458796,-268.62699126129985,-96.4188461303711,-261.39068603515625
-97.1431986428708,-259.0595195440987,-85.64468834475517,-267.0178557848406,-95.56256866455078,-260.15350341796875
-96.3018093321333,-257.87507348201524,-84.51686737497322,-265.31268746284474,-94.74478912353516,-258.85772705078125
-95.52595126859943,-256.65845543301845,-83.46169669222732,-263.5621270751953,-93.98942565917969,-257.5377197265625
-94.80287739970912,-255.42599614270785,-82.48804743447478,-261.7472332864311,-93.3011474609375,-256.19683837890625
-94.18806527692257,-254.10709669401538,-81.59421957120715,-259.84059762381577,-92.66536712646484,-254.80032348632812
-93.68538224959639,-252.76302371349226,-80.79307680683068,-257.86145651688497,-92.10659790039062,-253.3873748779297
-93.27835749486395,-251.39600999405846,-80.11013332598057,-255.8799991530053,-91.62071228027344,-251.96046447753906
-92.94709348972968,-249.99324821215163,-79.52564118821839,-253.79549953894877,-91.20335388183594,-250.48724365234375
-92.66961344978291,-248.5963986157165,-79.04760959291555,-251.70522377718305,-90.86577606201172,-249.00807189941406
-92.47194663028529,-247.20301316020075,-78.67929084947822,-249.59564424955315,-90.60871887207031,-247.52622985839844
-92.31369407743522,-245.7757972107854,-78.41782701401051,-247.4563578899851,-90.42465209960938,-246.00425720214844
-92.19058226454197,-244.34928033943123,-78.26415316977211,-245.31549167067368,-90.31884002685547,-244.47914123535156
-92.17402931873914,-242.91690031145734,-78.22837851649672,-243.17962607539414,-90.29007720947266,-242.952392578125
-92.23010251807568,-241.47971975540239,-78.28886247954199,-241.07473287287831,-90.33445739746094,-241.42465209960938
-92.34405636009383,-240.032248152271,-78.44587105669373,-239.04342744513008,-90.44314575195312,-239.89700317382812
-92.54322538305438,-238.61980919581063,-78.69086754484982,-237.0857680947861,-90.60831451416016,-238.40553283691406
-92.79930303459764,-237.20282161196417,-79.02298035250257,-235.15937968540416,-90.83003997802734,-236.9107208251953
-93.09343829387109,-235.77934711716748,-79.45521870110613,-233.24754578425146,-91.10847473144531,-235.41085815429688
-93.4609245112724,-234.39785728758326,-79.94867602062858,-231.37037464603088,-91.43704223632812,-233.94439697265625
-93.88707976969249,-233.02159371534393,-80.52843560649949,-229.48708672049014,-91.82552337646484,-232.47613525390625
-94.37963978501104,-231.65028940636878,-81.21014621901425,-227.6256771817762,-92.27450561523438,-231.0069580078125
-94.90725401040325,-230.31825526797303,-81.949502967657,-225.82275978002755,-92.77061462402344,-229.5769805908203
-95.52951537077317,-229.0059426356642,-82.76671599930091,-224.0509638349544,-93.32464599609375,-228.14993286132812
-96.19716830607288,-227.74224948363164,-83.64539432240043,-222.3571103546977,-93.91891479492188,-226.76480102539062
-96.93449950463595,-226.4933299463115,-84.63213184568798,-220.73850088104388,-94.56450653076172,-225.3846893310547
-97.71628660221663,-225.25378809443586,-85.6797408752829,-219.16273132998157,-95.25981140136719,-224.0106964111328
-98.58184916916274,-224.09314172208045,-86.7404590379036,-217.65728764031303,-95.9827651977539,-222.68052673339844
-99.54283889934281,-222.98029367063975,-87.81972355766109,-216.166469558627,-96.75151824951172,-221.35789489746094
-100.57348024117105,-221.95246556907452,-88.89639709806158,-214.73710467361326,-97.54169464111328,-220.0791015625
-101.67104159812622,-220.9651269004308,-90.00760439650408,-213.3337897833974,-98.37361145019531,-218.80763244628906
-102.80948405605234,-220.00100826576386,-91.13799703570216,-211.9530451356887,-99.24535369873047,-217.54339599609375
-103.93294640632297,-219.07054707163374,-92.24196598206362,-210.6244572760768,-100.12798309326172,-216.32167053222656
-105.02437679222527,-218.10317297793472,-93.32449631996425,-209.29478152893168,-101.04325866699219,-215.10594177246094
-106.10517024890405,-217.10778059016886,-94.39274486333473,-207.965590903078,-101.98872375488281,-213.89466857910156
-107.16481137691676,-216.12389714440488,-95.419865692385,-206.68432480602848,-102.93155670166016,-212.72157287597656
-108.24091404487011,-215.12187088223064,-96.43558354076728,-205.41456769611224,-103.89578247070312,-211.5489501953125
-109.34095451664098,-214.09472262185406,-97.42926232440118,-204.16571072184655,-104.87602233886719,-210.3729705810547
-110.47436065340835,-213.03155659439597,-98.38749342347347,-202.95761027211668,-105.8633041381836,-209.18841552734375
-111.60116219002737,-211.96732622289295,-99.28546584831817,-201.823663508933,-106.81876373291016,-208.0283660888672
-112.75508691964133,-210.87970693608315,-100.16153559843306,-200.7188519563287,-107.7659912109375,-206.85435485839844
-113.93036235086117,-209.7656421889682,-101.02022218077515,-199.63783415651426,-108.70060729980469,-205.66297912597656
-115.12640316561472,-208.6226866871556,-101.86118935756299,-198.57508129674164,-109.6186752319336,-204.45091247558594
-116.33985659911431,-207.45360556548695,-102.69324389778374,-197.52081850602588,-110.51762390136719,-203.21585083007812
-117.56870902272578,-206.25587122543928,-103.51106677667204,-196.466910715077,-111.39454650878906,-201.95652770996094
-118.81693255681486,-205.02671990085872,-104.3230149388478,-195.4210628309712,-112.24593353271484,-200.671875
-120.08512598957896,-203.76169062382195,-105.13520736643875,-194.38655539021033,-113.06788635253906,-199.3611602783203
-121.32647001456792,-202.50260409950914,-105.9208119188837,-193.38024760372338,-113.83460235595703,-198.06634521484375
-122.57511502856339,-201.20561863360803,-106.70190300903158,-192.362828941232,-114.5700912475586,-196.74610900878906
-123.82830759194881,-199.8671995017439,-107.4778295802141,-191.33207230742846,-115.2723159790039,-195.40087890625
-125.07501392302345,-198.50620537396708,-108.25289667628738,-190.26320108719406,-115.94329071044922,-194.0315704345703
-126.33032129863314,-197.11004375961218,-109.02097075775309,-189.17054706483336,-116.58216094970703,-192.63873291015625
-127.5916145776556,-195.6649647110396,-109.78885941394321,-188.06373662633612,-117.1868667602539,-191.2224578857422
-128.85406135985278,-194.16021973821972,-110.54051374561217,-186.93713237263398,-117.75479125976562,-189.78253173828125
-130.05558269754738,-192.63454256786673,-111.26052711218954,-185.83221159259477,-118.26676940917969,-188.367919921875
-131.2341782157789,-191.06006159593682,-111.97744442038432,-184.69858452678824,-118.74083709716797,-186.93287658691406
-132.39083320856335,-189.42801891920996,-112.69387919158014,-183.54277309788336,-119.1751480102539,-185.47930908203125
-133.52692806434555,-187.76605628577417,-113.43361173540553,-182.35437835414277,-119.57154846191406,-184.0074920654297
-134.61633454277316,-186.0350346897875,-114.17412453799004,-181.14377554545607,-119.92737579345703,-182.52037048339844
-135.66395788110074,-184.24242979602093,-114.89130292432893,-179.89929621967337,-120.24150848388672,-181.01791381835938
-136.67293695736672,-182.36053218068034,-115.55969006050286,-178.62809719664648,-120.5093002319336,-179.5030975341797
-137.6569678837716,-180.4140921336037,-116.16256963245728,-177.32062501167204,-120.72882080078125,-177.97779846191406
-138.55873950408647,-178.36048476428869,-116.69087037356603,-175.98863809505679,-120.89511108398438,-176.44464111328125
-139.23645877646234,-176.20915023954905,-117.18427491174405,-174.63433817314723,-121.0049057006836,-174.9071807861328
-139.69535183080404,-174.01515166404835,-117.61415089120693,-173.24727349318437,-121.05846405029297,-173.36705017089844
-139.86846182233225,-171.70744894357205,-117.98305754418088,-171.84985679864488,-121.0484619140625,-171.8299102783203
-139.7091344049981,-169.40591589606885,-118.27801540339603,-170.42478495927006,-120.9755630493164,-170.29653930664062
-139.31475698805303,-167.1286664622842,-118.47597680956544,-168.98143563062294,-120.83995056152344,-168.77125549316406
-138.71067232308292,-164.8773134641328,-118.55138740020308,-167.53423460571156,-120.640625,-167.25888061523438
-137.67666323987447,-162.79500649491808,-118.4977165609427,-166.08411791256614,-120.3836898803711,-165.76068115234375
-136.5723231235337,-160.80207539638414,-118.3581508658985,-164.64021713107996,-120.07150268554688,-164.2791748046875
-135.48263018155995,-158.9387779335575,-118.06874452754928,-163.21736300233096,-119.7114486694336,-162.81375122070312
-134.40929615809242,-157.12127976302972,-117.69585870323526,-161.8195759073505,-119.3048324584961,-161.36727905273438
-133.32902641605602,-155.34451616987553,-117.23010842228506,-160.39380532910232,-118.8410415649414,-159.8885498046875
-132.25817650863138,-153.63576891928517,-116.71101078137046,-158.98633363025385,-118.33786010742188,-158.42645263671875
-131.17654224693408,-151.9870226086603,-116.05385595857064,-157.63010516332704,-117.79785919189453,-156.9793243408203
-130.07864526667302,-150.38488713549708,-115.32369302341952,-156.31353825919294,-117.22360229492188,-155.55014038085938
-128.93808000285995,-148.87555631146333,-114.53379892238249,-155.02479863400055,-116.6192626953125,-154.13450622558594
-127.78390643114693,-147.4372118845326,-113.71030595239564,-153.75795052086016,-115.9902572631836,-152.73397827148438
-126.58453439777098,-146.02144405856896,-112.85042889950695,-152.52386985454498,-115.33406066894531,-151.34799194335938
-125.35669938685915,-144.63228183030841,-111.96759970973517,-151.3165458923254,-114.64985656738281,-149.97747802734375
-124.11733204635182,-143.294117740278,-111.04840123733575,-150.13876602873938,-113.94091796875,-148.6238555908203
-122.85327516460711,-142.02175977859517,-110.10041756335606,-148.9800285423002,-113.20962524414062,-147.2835693359375
-121.53377627456128,-140.76330096687175,-109.10291754417565,-147.87812155421952,-112.45260620117188,-145.96092224121094
-120.18802833918284,-139.58059006410724,-108.06279325110609,-146.80348741152096,-111.67332458496094,-144.65272521972656
-118.8308355986605,-138.42714676399933,-106.98368588504155,-145.76913095798187,-110.87188720703125,-143.35951232910156
-117.47889737015721,-137.2972245166937,-105.85432308092939,-144.7817010257746,-110.04878234863281,-142.0811004638672
-116.14945102646303,-136.1848752119977,-104.6787629993785,-143.83296844892348,-109.20477294921875,-140.81524658203125
-114.83365274334685,-135.08808860741445,-103.47914418375183,-142.9128933596218,-108.34127044677734,-139.56222534179688
-113.52593487989459,-134.0147925205185,-102.25391897116322,-142.01388578528494,-107.45955657958984,-138.3197479248047
-112.21625315177675,-132.9473035329466,-101.04436483811216,-141.12869488236436,-106.55909729003906,-137.09014892578125
-110.90726140796,-131.89056572489733,-99.86119283864757,-140.24231240644863,-105.6392822265625,-135.87359619140625
-109.60096146672113,-130.84015072390133,-98.694740144678,-139.36416070158467,-104.69941711425781,-134.6710662841797
-108.30696452484572,-129.80695537060933,-97.52341467291093,-138.4874439279911,-103.74197387695312,-133.48165893554688
-107.01401351170482,-128.78004816024992,-96.35809981427855,-137.62028323804978,-102.76551055908203,-132.3046417236328
-105.7244028633767,-127.7605865059154,-95.20167579977051,-136.76324895883639,-101.7713394165039,-131.14260864257812
-104.44161945499238,-126.75231435771617,-94.04532120959381,-135.90143207152596,-100.75943756103516,-129.99276733398438
-103.16290930634645,-125.75220179880752,-92.89326609992467,-135.04145309188934,-99.7313461303711,-128.85617065429688
-101.8901405379584,-124.75821424357112,-91.74078565433948,-134.1798613458859,-98.68726348876953,-127.7314453125
-100.61731785256914,-123.76906030032968,-90.59301448855923,-133.31950674265426,-97.62672424316406,-126.6182861328125
-99.34999612849077,-122.78462675335595,-89.43862559294556,-132.45343215242445,-96.55077362060547,-125.51534271240234
-98.0830073296529,-121.8043175338373,-88.28096782604878,-131.58154538144512,-95.45944213867188,-124.4212417602539
-96.81534986464297,-120.82456599232111,-87.1242872290825,-130.70916638866152,-94.35281372070312,-123.3362808227539
-95.58972409811547,-119.87857565440265,-85.99551096054628,-129.85701769036473,-93.26802062988281,-122.29325866699219
-94.3616627220133,-118.93299175346084,-84.86841593796042,-129.00629351295683,-92.17005157470703,-121.25851440429688
-93.130881230569,-117.99288827996641,-83.73402453744525,-128.14641050899837,-91.0596694946289,-120.23088073730469
-91.90022521538641,-117.05024368774262,-82.6028749921259,-127.28666678002621,-89.9372787475586,-119.21145629882812
-90.67270517725728,-116.10409481648617,-81.46719846300175,-126.41624301457347,-88.8028335571289,-118.1987533569336
-89.44914292313736,-115.15167454426266,-80.32991458259433,-125.54041226589075,-87.65718078613281,-117.19309997558594
-88.22972932346428,-114.1928044925155,-79.18947215479653,-124.65672094588939,-86.50077819824219,-116.19403076171875
-87.01828982294539,-113.21389401304151,-78.05840824582242,-123.7788196701165,-85.33172607421875,-115.20258331298828
-85.80797426044246,-112.22886591900058,-76.92226548672676,-122.89221226331549,-84.15032958984375,-114.21813201904297
-84.59783607684712,-111.24301289679697,-75.7741448032559,-121.99317212888944,-82.95868682861328,-113.24003601074219
-83.37904316817917,-110.26215402370543,-74.62768852259849,-121.08873230151505,-81.75707244873047,-112.26874542236328
-82.15022014100255,-109.28923362809792,-73.48052623146663,-120.1754583234828,-80.5456771850586,-111.30400085449219
-80.95965343871755,-108.35329167564475,-72.35748906802094,-119.27681865663456,-79.3669662475586,-110.37577819824219
-79.76224625007633,-107.41523072436557,-71.2365221252891,-118.38460457433783,-78.17890930175781,-109.45238494873047
-78.55906968009516,-106.48545414934952,-70.09380358589995,-117.4822147860649,-76.98351287841797,-108.53217315673828
-77.34219915993823,-105.56488376508304,-68.94927360910563,-116.59045348514846,-75.780517578125,-107.61642456054688
-76.11400870253865,-104.65746759704686,-67.78644013705188,-115.69140726414889,-74.5702133178711,-106.7029800415039
-74.85637344877604,-103.78187047320188,-66.62371117325733,-114.80455233753861,-73.3534164428711,-105.79417419433594
-73.57727844009666,-102.93336013461331,-65.44425166489796,-113.90874913278442,-72.12944793701172,-104.8871841430664
-72.2823397357564,-102.09666606840184,-64.2821151812087,-113.02640046055453,-70.89900970458984,-103.98654174804688
-70.9838592720837,-101.2630730793978,-63.10675453642618,-112.13256157875917,-69.66057586669922,-103.08905029296875
-69.69086506879417,-100.41858879911975,-61.93095566700078,-111.23639460641492,-68.41578674316406,-102.19612884521484
-68.40587241597541,-99.5584043787583,-60.75744865601934,-110.34261809795115,-67.16452026367188,-101.30870056152344
-67.13217168695702,-98.67905730061513,-59.57990875550788,-109.44507692362382,-65.90653991699219,-100.42623901367188
-65.86027364484507,-97.79340264136572,-58.39657973396355,-108.54401198218616,-64.64193725585938,-99.54827880859375
-64.5866548104144,-96.90400469092897,-57.213537251143144,-107.64472906387593,-63.370567321777344,-98.67552947998047
-63.31030731056382,-96.01634895894085,-56.02016230799401,-106.7367079929123,-62.09285354614258,-97.80664825439453
-62.02267011274363,-95.13649153930177,-54.830998127316136,-105.83262598339805,-60.80813980102539,-96.94285583496094
-60.72807106115509,-94.26688875730602,-53.63213414180852,-104.9221371494114,-59.51811599731445,-96.08375549316406
-59.427444802909974,-93.40567373488312,-52.419303723986886,-104.00148202784713,-58.22279357910156,-95.22702026367188
-58.16703020166979,-92.57647596425565,-51.243735077217025,-103.11468752092587,-56.967498779296875,-94.40232849121094
-56.90536561030085,-91.74762912889086,-50.05729976921159,-102.2219160731928,-55.708072662353516,-93.57891845703125
-55.64292899528444,-90.91583490500925,-48.86511550103259,-101.32758180934702,-54.4447021484375,-92.7564926147461
-54.38258819177014,-90.0782795816194,-47.66636779490227,-100.4311924107972,-53.17817306518555,-91.93486022949219
-53.1217126644518,-89.23846097757675,-46.4599342713376,-99.53213451456746,-51.908470153808594,-91.11314392089844
-51.858513737881744,-88.39675253808421,-45.25621478096894,-98.63563535563583,-50.63600540161133,-90.2926254272461
-50.59782493300759,-87.55494103704139,-44.03103168301347,-97.72861916438359,-49.361663818359375,-89.47007751464844
-49.337575327771084,-86.71278340930354,-42.794173511488125,-96.81623133914182,-48.08663558959961,-88.64431762695312
-48.075996649418244,-85.87001723529056,-41.54851518741214,-95.90020772706315,-46.810848236083984,-87.81405639648438
-46.805619859269605,-85.02984334755641,-40.31138265029984,-94.99096164475021,-45.53340530395508,-86.98121643066406
-45.532216169672544,-84.18854387184567,-39.0710898773486,-94.08179873952142,-44.2540397644043,-86.14568328857422
-44.254403607009934,-83.34291847491806,-37.83907010002669,-93.17961685713918,-42.97185516357422,-85.30946350097656
-42.979433786113155,-82.48198820879793,-36.612164144761444,-92.28100169558388,-41.68536376953125,-84.47351837158203
-41.70702674038435,-81.60372311870287,-35.38266935855741,-91.38293493553897,-40.39201736450195,-83.63709259033203
-40.43737447709558,-80.70518683849926,-34.13877817195361,-90.47636347350883,-39.08890914916992,-82.7970962524414
-39.21033382971337,-79.82184364743568,-32.92688609841508,-89.59453688522632,-37.82136535644531,-81.98211669921875
-37.98045004335883,-78.92293493101687,-31.696613636959412,-88.70154820628521,-36.54263687133789,-81.16039276123047
-36.741391132238746,-78.01580573333698,-30.45384573775325,-87.80065496527575,-35.253173828125,-80.3318099975586
-35.48951006351458,-77.10257079124597,-29.200480426662,-86.89286979850218,-33.9520378112793,-79.4959945678711
-34.271031038298176,-76.22473330859074,-27.9799010547064,-86.01046564035866,-32.68970489501953,-78.68445587158203
-33.04167973288017,-75.34004503253857,-26.756829807426335,-85.12719673520598,-31.418323516845703,-77.86803436279297
-31.804004015322292,-74.45064541070339,-25.519401195711584,-84.23507836102533,-30.137434005737305,-77.0453109741211
-30.557863296664035,-73.55564042677045,-24.277258497204436,-83.34124126839458,-28.848907470703125,-76.21830749511719
-29.303484296127404,-72.65717811686918,-23.023030213922663,-82.44082398568331,-27.551931381225586,-75.38573455810547
-28.040669603093672,-71.75420752627605,-21.76282767355028,-81.5378745651922,-26.247516632080078,-74.54873657226562
-26.768051135247298,-70.84562020021617,-20.496084452534177,-80.63183533477851,-24.93418312072754,-73.70702362060547
-25.53599616537823,-69.96864134834387,-19.272150525902216,-79.75724134601249,-23.663917541503906,-72.8941650390625
-24.297295802202612,-69.08769612845096,-18.038959923652527,-78.87749941001486,-22.386123657226562,-72.07730865478516
-23.051244633323222,-68.2021718307486,-16.798890291736647,-77.99273367438697,-21.10074806213379,-71.25645446777344
-21.797572177947746,-67.31223016581559,-15.555125613578209,-77.10102243757515,-19.808013916015625,-70.43206024169922
